pulse,spo2,gen_pulse,gen_spo2,timestamp,label,gen_label
70.0,99.0,,,2024-01-01 00:00:00,normal,
70.0,99.0,,,2024-01-01 00:00:01,normal,
70.0,98.0,,,2024-01-01 00:00:02,normal,
70.0,98.0,,,2024-01-01 00:00:03,normal,
69.0,98.0,,,2024-01-01 00:00:04,normal,
69.0,98.0,,,2024-01-01 00:00:05,normal,
69.0,98.0,,,2024-01-01 00:00:06,normal,
69.0,98.0,,,2024-01-01 00:00:07,normal,
70.0,98.0,,,2024-01-01 00:00:08,normal,
71.0,98.0,,,2024-01-01 00:00:09,normal,
71.0,98.0,,,2024-01-01 00:00:10,normal,
71.0,99.0,,,2024-01-01 00:00:11,normal,
71.0,99.0,,,2024-01-01 00:00:12,normal,
70.0,99.0,,,2024-01-01 00:00:13,normal,
71.0,99.0,,,2024-01-01 00:00:14,normal,
71.0,99.0,,,2024-01-01 00:00:15,normal,
71.0,99.0,,,2024-01-01 00:00:16,normal,
71.0,99.0,,,2024-01-01 00:00:17,normal,
71.0,99.0,,,2024-01-01 00:00:18,normal,
71.0,99.0,,,2024-01-01 00:00:19,normal,
74.0,99.0,,,2024-01-01 00:00:20,normal,
74.0,99.0,,,2024-01-01 00:00:21,normal,
75.0,99.0,,,2024-01-01 00:00:22,normal,
72.0,99.0,,,2024-01-01 00:00:23,normal,
70.0,99.0,,,2024-01-01 00:00:24,normal,
70.0,99.0,,,2024-01-01 00:00:25,normal,
70.0,99.0,,,2024-01-01 00:00:26,normal,
70.0,99.0,,,2024-01-01 00:00:27,normal,
71.0,99.0,,,2024-01-01 00:00:28,normal,
70.0,99.0,,,2024-01-01 00:00:29,normal,
72.0,99.0,71.62217787169236,99.03699076994673,2024-01-01 00:00:30,normal,normal
72.0,99.0,72.25559111727694,99.0621179298257,2024-01-01 00:00:31,normal,normal
72.0,99.0,72.78606339655323,99.07071110398562,2024-01-01 00:00:32,normal,normal
73.0,99.0,73.29051660589269,99.07285924048116,2024-01-01 00:00:33,normal,normal
73.0,99.0,73.73644044230367,99.07171098113407,2024-01-01 00:00:34,normal,normal
74.0,99.0,73.60765563397116,99.03141767607126,2024-01-01 00:00:35,normal,normal
75.0,99.0,73.92720931568573,99.03231187057757,2024-01-01 00:00:36,normal,normal
73.0,99.0,74.24709636687896,99.02882462441372,2024-01-01 00:00:37,normal,normal
72.0,99.0,74.58464067145054,99.02140855618474,2024-01-01 00:00:38,normal,normal
72.0,100.0,74.88872229493212,99.01354608500432,2024-01-01 00:00:39,normal,normal
73.0,100.0,74.10648149222237,99.4427423715162,2024-01-01 00:00:40,normal,normal
75.0,100.0,74.55924256020559,99.40281372364142,2024-01-01 00:00:41,normal,normal
