pulse,spo2,gen_pulse,gen_spo2,timestamp,label,gen_label
70.0,99.0,,,2024-01-01 00:00:00,normal,
70.0,99.0,,,2024-01-01 00:00:01,normal,
70.0,98.0,,,2024-01-01 00:00:02,normal,
70.0,98.0,,,2024-01-01 00:00:03,normal,
69.0,98.0,,,2024-01-01 00:00:04,normal,
69.0,98.0,,,2024-01-01 00:00:05,normal,
69.0,98.0,,,2024-01-01 00:00:06,normal,
69.0,98.0,,,2024-01-01 00:00:07,normal,
70.0,98.0,,,2024-01-01 00:00:08,normal,
71.0,98.0,,,2024-01-01 00:00:09,normal,
71.0,98.0,,,2024-01-01 00:00:10,normal,
71.0,99.0,,,2024-01-01 00:00:11,normal,
71.0,99.0,,,2024-01-01 00:00:12,normal,
70.0,99.0,,,2024-01-01 00:00:13,normal,
71.0,99.0,,,2024-01-01 00:00:14,normal,
71.0,99.0,,,2024-01-01 00:00:15,normal,
71.0,99.0,,,2024-01-01 00:00:16,normal,
71.0,99.0,,,2024-01-01 00:00:17,normal,
71.0,99.0,,,2024-01-01 00:00:18,normal,
71.0,99.0,,,2024-01-01 00:00:19,normal,
74.0,99.0,,,2024-01-01 00:00:20,normal,
74.0,99.0,,,2024-01-01 00:00:21,normal,
75.0,99.0,,,2024-01-01 00:00:22,normal,
72.0,99.0,,,2024-01-01 00:00:23,normal,
70.0,99.0,,,2024-01-01 00:00:24,normal,
70.0,99.0,,,2024-01-01 00:00:25,normal,
70.0,99.0,,,2024-01-01 00:00:26,normal,
70.0,99.0,,,2024-01-01 00:00:27,normal,
71.0,99.0,,,2024-01-01 00:00:28,normal,
70.0,99.0,,,2024-01-01 00:00:29,normal,
72.0,99.0,70.39157156320829,99.05038656255647,2024-01-01 00:00:30,normal,normal
72.0,99.0,70.89272364643666,99.04094129454312,2024-01-01 00:00:31,normal,normal
72.0,99.0,71.47058470197491,99.03921391191511,2024-01-01 00:00:32,normal,normal
73.0,99.0,71.85152385248104,99.0409054632101,2024-01-01 00:00:33,normal,normal
73.0,99.0,72.14276547327204,99.04405661763754,2024-01-01 00:00:34,normal,normal
74.0,99.0,73.4051276014046,99.01933264871752,2024-01-01 00:00:35,normal,normal
75.0,99.0,73.61146021088392,99.0302269358388,2024-01-01 00:00:36,normal,normal
73.0,99.0,73.81692262408822,99.0514283539707,2024-01-01 00:00:37,normal,normal
72.0,99.0,73.95505847829536,99.06428395638711,2024-01-01 00:00:38,normal,normal
72.0,100.0,74.05626610974896,99.068840764822,2024-01-01 00:00:39,normal,normal
73.0,100.0,73.14488964957998,99.53915282784223,2024-01-01 00:00:40,normal,normal
75.0,100.0,73.43483426818753,99.68255847729367,2024-01-01 00:00:41,normal,normal
