pulse,spo2,gen_pulse,gen_spo2,timestamp,label,gen_label
70.0,99.0,,,2024-01-01 00:00:00,normal,
70.0,99.0,,,2024-01-01 00:00:01,normal,
70.0,98.0,,,2024-01-01 00:00:02,normal,
70.0,98.0,,,2024-01-01 00:00:03,normal,
69.0,98.0,,,2024-01-01 00:00:04,temporal_attack,
79.0,100.0,,,2024-01-01 00:00:05,temporal_attack,
69.0,98.0,,,2024-01-01 00:00:06,temporal_attack,
78.0,100.0,,,2024-01-01 00:00:07,temporal_attack,
63.0,95.0,,,2024-01-01 00:00:08,temporal_attack,
71.0,98.0,,,2024-01-01 00:00:09,temporal_attack,
71.0,98.0,,,2024-01-01 00:00:10,temporal_attack,
59.0,96.0,,,2024-01-01 00:00:11,temporal_attack,
71.0,99.0,,,2024-01-01 00:00:12,temporal_attack,
70.0,99.0,,,2024-01-01 00:00:13,temporal_attack,
71.0,99.0,,,2024-01-01 00:00:14,temporal_attack,
82.0,100.0,,,2024-01-01 00:00:15,temporal_attack,
71.0,99.0,,,2024-01-01 00:00:16,temporal_attack,
63.0,97.0,,,2024-01-01 00:00:17,temporal_attack,
71.0,99.0,,,2024-01-01 00:00:18,temporal_attack,
61.0,96.0,,,2024-01-01 00:00:19,temporal_attack,
74.0,99.0,,,2024-01-01 00:00:20,temporal_attack,
74.0,99.0,,,2024-01-01 00:00:21,temporal_attack,
75.0,99.0,,,2024-01-01 00:00:22,normal,
72.0,99.0,,,2024-01-01 00:00:23,normal,
70.0,99.0,,,2024-01-01 00:00:24,normal,
70.0,99.0,,,2024-01-01 00:00:25,normal,
70.0,99.0,,,2024-01-01 00:00:26,normal,
70.0,99.0,,,2024-01-01 00:00:27,normal,
71.0,99.0,,,2024-01-01 00:00:28,normal,
70.0,99.0,,,2024-01-01 00:00:29,normal,
72.0,99.0,71.58766783473324,98.89444857161577,2024-01-01 00:00:30,normal,normal
72.0,99.0,71.74725342445271,98.94554599237595,2024-01-01 00:00:31,normal,normal
72.0,99.0,72.1523583555859,98.99181064807551,2024-01-01 00:00:32,normal,normal
73.0,99.0,72.53499698678782,99.00091000761975,2024-01-01 00:00:33,normal,normal
73.0,99.0,72.83203652334369,98.99471095683084,2024-01-01 00:00:34,normal,normal
74.0,99.0,72.92393746763587,98.93835607444493,2024-01-01 00:00:35,normal,normal
75.0,99.0,73.29286494214446,98.94548884456194,2024-01-01 00:00:36,normal,normal
73.0,99.0,73.72923662386263,99.00039352681534,2024-01-01 00:00:37,normal,normal
72.0,99.0,74.06065470669478,99.02547993013947,2024-01-01 00:00:38,normal,normal
72.0,100.0,74.30329728463646,99.02951287745547,2024-01-01 00:00:39,normal,normal
