pulse,spo2,gen_pulse,gen_spo2,timestamp,label,gen_label
70.0,99.0,,,2024-01-01 00:00:00,normal,
70.0,99.0,,,2024-01-01 00:00:01,normal,
70.0,98.0,,,2024-01-01 00:00:02,normal,
70.0,98.0,,,2024-01-01 00:00:03,normal,
69.0,98.0,,,2024-01-01 00:00:04,normal,
69.0,98.0,,,2024-01-01 00:00:05,normal,
69.0,98.0,,,2024-01-01 00:00:06,normal,
69.0,98.0,,,2024-01-01 00:00:07,normal,
70.0,98.0,,,2024-01-01 00:00:08,normal,
71.0,98.0,,,2024-01-01 00:00:09,normal,
71.0,98.0,,,2024-01-01 00:00:10,normal,
71.0,99.0,,,2024-01-01 00:00:11,normal,
71.0,99.0,,,2024-01-01 00:00:12,normal,
70.0,99.0,,,2024-01-01 00:00:13,normal,
71.0,99.0,,,2024-01-01 00:00:14,normal,
71.0,99.0,,,2024-01-01 00:00:15,normal,
71.0,99.0,,,2024-01-01 00:00:16,normal,
71.0,99.0,,,2024-01-01 00:00:17,normal,
71.0,99.0,,,2024-01-01 00:00:18,normal,
71.0,99.0,,,2024-01-01 00:00:19,normal,
74.0,99.0,,,2024-01-01 00:00:20,normal,
74.0,99.0,,,2024-01-01 00:00:21,normal,
75.0,99.0,,,2024-01-01 00:00:22,normal,
72.0,99.0,,,2024-01-01 00:00:23,normal,
70.0,99.0,,,2024-01-01 00:00:24,normal,
70.0,99.0,,,2024-01-01 00:00:25,normal,
70.0,99.0,,,2024-01-01 00:00:26,normal,
70.0,99.0,,,2024-01-01 00:00:27,normal,
71.0,99.0,,,2024-01-01 00:00:28,normal,
70.0,99.0,,,2024-01-01 00:00:29,normal,
72.0,99.0,69.59601064466163,99.07305481585296,2024-01-01 00:00:30,normal,normal
72.0,99.0,69.71756171491164,99.06046020040387,2024-01-01 00:00:31,normal,normal
72.0,99.0,69.81866787184903,99.05049069302213,2024-01-01 00:00:32,normal,normal
73.0,99.0,69.89444472198753,99.04301323471292,2024-01-01 00:00:33,normal,normal
73.0,99.0,69.88092834316842,99.03771013788115,2024-01-01 00:00:34,normal,normal
74.0,99.0,71.452137972932,99.08346382469229,2024-01-01 00:00:35,normal,normal
75.0,99.0,71.64465331627059,99.09047471926729,2024-01-01 00:00:36,normal,normal
73.0,99.0,71.68186824329591,99.08580318201275,2024-01-01 00:00:37,normal,normal
72.0,99.0,71.76071480818598,99.07836376217061,2024-01-01 00:00:38,normal,normal
72.0,100.0,71.73399734221981,99.07157007178097,2024-01-01 00:00:39,normal,normal
73.0,100.0,71.44884317495898,99.69671704926942,2024-01-01 00:00:40,normal,normal
75.0,100.0,72.43919883958074,99.62560508478,2024-01-01 00:00:41,normal,normal
